order_id,product_id,quantity,price
415,115,2,2239.25
416,98,3,3472.27
417,192,1,3893.83
417,188,4,4597.02
418,4,3,4550.99
418,17,1,2166.97
419,145,2,2316.34
419,67,3,203.18
420,52,1,1258.08
420,194,3,2411.15
421,145,2,2316.34
422,21,3,2130.2
422,41,1,1908.04
423,112,1,2354.57
423,149,2,4207.93
423,19,4,4523.86
424,25,3,3248.88
425,38,2,4399.3
425,186,1,3843.42
425,126,1,1185.11
426,168,3,1624.08
426,6,2,2393.9
427,157,4,1632.43
428,39,2,297.38
429,105,3,2391.97
429,104,2,1583.13
429,57,1,1997.2
430,146,3,311.53
430,21,4,2130.2
431,65,1,3072.64
431,89,1,4984.36
431,15,1,4672.08
432,140,1,1486.7
432,46,3,882.2
432,173,3,3887.11
433,54,1,2020.79
433,118,3,1755.3
433,121,1,4630.02
434,127,3,4047.48
435,161,1,4850.26
435,124,3,195.29
435,100,3,3996.91
436,121,1,4630.02
436,74,1,1617.69
437,168,4,1624.08
438,81,2,114.27
438,33,4,2592.59
438,200,1,2577.72
439,84,3,1371.06
439,178,4,3851.7
439,195,1,2900.98
440,2,1,3973.78
440,60,2,596.25
441,18,2,3487.38
441,170,3,152.91
441,108,3,4450.41
442,117,3,2305.25
442,189,3,1067.5
442,53,3,3340.62
443,60,4,596.25
443,172,2,655.02
443,116,4,3205.61
444,200,1,2577.72
444,193,2,3315.39
445,165,4,3473.17
445,146,3,311.53
445,34,2,3633.5
446,106,3,1436.69
447,72,3,1218.01
447,112,2,2354.57
447,86,1,2325.65
448,129,4,4613.7
448,107,3,2371.4
449,12,3,2593.81
449,108,1,4450.41
449,131,1,2898.36
450,55,4,1906.64
450,118,2,1755.3
450,200,4,2577.72
451,17,4,2166.97
451,85,1,3217.05
452,106,4,1436.69
453,163,4,1139.02
453,126,2,1185.11
453,199,1,4466.88
454,183,4,4566.8
455,104,1,1583.13
455,54,1,2020.79
455,199,1,4466.88
456,148,3,1668.54
456,59,3,4195.85
457,75,3,4307.88
457,46,3,882.2
457,102,4,2293.09
458,190,4,4922.18
459,13,3,1663.32
459,140,2,1486.7
460,104,2,1583.13
460,46,4,882.2
461,80,3,3122.74
462,141,3,286.08
462,58,2,1795.93
463,45,2,3500.0
464,15,2,4672.08
464,69,2,4522.46
465,26,3,4264.23
465,184,1,2815.22
465,49,3,2332.57
466,179,4,442.02
466,41,1,1908.04
466,134,2,2093.43
467,32,3,3394.18
467,93,3,2995.0
468,54,2,2020.79
469,80,3,3122.74
469,83,4,4063.09
469,98,3,3472.27
470,119,3,2001.68
470,168,4,1624.08
471,34,4,3633.5
471,121,3,4630.02
471,175,3,3942.97
472,50,2,3558.22
472,168,1,1624.08
472,15,1,4672.08
473,109,1,2330.11
473,32,2,3394.18
473,115,1,2239.25
474,59,1,4195.85
474,25,2,3248.88
475,200,1,2577.72
476,150,4,3305.73
477,45,1,3500.0
478,138,3,2991.62
478,82,4,146.16
479,146,3,311.53
479,162,1,3647.55
479,24,2,2927.61
480,200,1,2577.72
480,44,2,1808.93
480,194,1,2411.15
481,98,4,3472.27
481,64,4,917.14
482,40,2,4043.68
482,148,3,1668.54
482,161,3,4850.26
483,166,1,876.42
483,78,3,473.88
483,99,4,3946.53
484,49,2,2332.57
484,151,3,1449.61
485,14,1,4847.94
486,82,2,146.16
486,26,3,4264.23
487,20,1,4267.1
487,97,3,483.8
487,55,3,1906.64
488,61,2,3411.87
488,58,4,1795.93
489,82,3,146.16
489,43,2,4030.79
489,187,1,124.89
490,8,3,3242.2
491,119,3,2001.68
491,79,4,3690.23
492,169,1,1701.78
492,100,1,3996.91
493,141,4,286.08
494,31,4,749.1
494,86,3,2325.65
494,43,1,4030.79
495,152,4,4841.93
495,99,2,3946.53
496,162,2,3647.55
496,182,1,3786.44
496,188,3,4597.02
497,26,4,4264.23
497,107,4,2371.4
498,133,2,1363.27
498,34,4,3633.5
498,172,4,655.02
499,144,1,3804.42
499,66,3,3574.72
499,190,3,4922.18
500,131,4,2898.36
500,17,1,2166.97
501,5,1,556.23
501,102,2,2293.09
501,71,3,4481.49
502,134,2,2093.43
503,142,4,4973.51
503,106,1,1436.69
504,191,2,3707.64
505,44,1,1808.93
505,156,1,1036.93
505,13,2,1663.32
506,23,4,470.59
506,173,2,3887.11
506,147,3,1617.04
507,26,2,4264.23
507,180,2,2445.64
508,117,1,2305.25
509,143,2,2461.73
509,46,3,882.2
509,189,3,1067.5
510,155,1,4981.2
510,100,2,3996.91
510,119,3,2001.68
511,103,3,4164.2
511,152,4,4841.93
511,120,4,1287.24
512,55,4,1906.64
512,192,3,3893.83
512,189,4,1067.5
513,23,2,470.59
513,154,1,4991.35
514,6,1,2393.9
515,198,4,3167.88
515,173,3,3887.11
515,35,3,1828.19
516,163,1,1139.02
516,72,4,1218.01
516,127,3,4047.48
517,10,4,1534.78
517,182,4,3786.44
517,34,3,3633.5
518,160,3,2687.43
518,133,3,1363.27
518,198,4,3167.88
519,63,3,175.94
520,39,4,297.38
520,200,1,2577.72
520,26,3,4264.23
521,55,2,1906.64
521,33,4,2592.59
521,3,1,1290.43
522,174,3,2510.15
522,42,2,4287.63
523,48,1,2082.01
523,196,3,327.37
523,119,2,2001.68
524,86,1,2325.65
525,61,3,3411.87
525,176,3,2961.24
525,154,1,4991.35
526,21,3,2130.2
526,55,1,1906.64
526,131,2,2898.36
527,17,3,2166.97
528,195,4,2900.98
528,61,1,3411.87
529,51,3,4122.12
529,134,3,2093.43
529,123,2,165.71
530,158,4,2481.62
530,180,3,2445.64
530,107,1,2371.4
531,119,1,2001.68
532,164,4,614.98
533,80,4,3122.74
534,143,1,2461.73
534,182,2,3786.44
534,103,4,4164.2
535,168,1,1624.08
535,157,4,1632.43
536,10,2,1534.78
536,165,4,3473.17
536,75,2,4307.88
537,54,3,2020.79
537,41,2,1908.04
537,129,4,4613.7
538,153,2,1675.55
539,142,2,4973.51
539,88,3,4593.11
539,62,1,1318.75
540,200,2,2577.72
540,30,1,1832.52
540,28,3,920.61
541,4,2,4550.99
541,108,2,4450.41
541,174,1,2510.15
542,178,4,3851.7
542,9,3,2126.86
543,111,4,2079.48
543,81,3,114.27
543,153,2,1675.55
544,162,4,3647.55
545,33,4,2592.59
545,80,4,3122.74
545,149,4,4207.93
546,199,1,4466.88
546,110,2,2823.97
547,173,3,3887.11
547,120,1,1287.24
548,20,3,4267.1
548,51,1,4122.12
549,200,2,2577.72
550,33,1,2592.59
550,104,3,1583.13
550,13,4,1663.32
551,30,2,1832.52
551,145,4,2316.34
551,173,3,3887.11
552,98,4,3472.27
553,67,3,203.18
553,91,4,4328.52
553,14,2,4847.94
554,159,2,3354.09
554,55,1,1906.64
555,76,3,3532.23
555,159,3,3354.09
555,99,4,3946.53
556,35,4,1828.19
556,154,2,4991.35
556,98,1,3472.27
557,39,2,297.38
557,65,2,3072.64
558,126,2,1185.11
559,164,3,614.98
559,113,3,174.35
560,174,1,2510.15
560,41,1,1908.04
560,182,3,3786.44
561,85,1,3217.05
561,13,3,1663.32
562,191,3,3707.64
562,133,4,1363.27
562,28,2,920.61
563,154,4,4991.35
563,29,4,1957.13
563,93,2,2995.0
564,118,2,1755.3
564,24,1,2927.61
564,102,3,2293.09
565,141,3,286.08
565,114,4,1490.35
565,43,2,4030.79
566,53,2,3340.62
566,164,3,614.98
566,18,2,3487.38
567,147,3,1617.04
567,155,2,4981.2
567,56,1,3481.13
568,177,3,503.92
568,138,4,2991.62
569,117,3,2305.25
570,27,2,1533.32
571,26,3,4264.23
571,44,4,1808.93
571,12,4,2593.81
572,70,2,459.2
572,52,3,1258.08
572,132,2,144.09
573,60,2,596.25
574,111,2,2079.48
574,106,2,1436.69
574,108,2,4450.41
575,137,2,261.44
575,72,4,1218.01
576,61,4,3411.87
576,145,2,2316.34
577,64,2,917.14
577,158,2,2481.62
577,118,1,1755.3
578,197,3,3157.4
579,98,2,3472.27
580,149,2,4207.93
580,44,4,1808.93
581,34,2,3633.5
581,107,2,2371.4
581,94,3,2578.29
582,81,3,114.27
582,50,1,3558.22
582,150,3,3305.73
583,121,1,4630.02
584,36,4,1695.94
584,40,1,4043.68
584,6,2,2393.9
585,54,3,2020.79
585,116,2,3205.61
585,80,3,3122.74
586,90,1,853.05
587,189,2,1067.5
587,13,3,1663.32
588,87,3,4330.81
588,142,4,4973.51
589,140,1,1486.7
589,13,3,1663.32
590,47,1,4491.78
590,4,1,4550.99
591,148,2,1668.54
591,76,3,3532.23
592,147,3,1617.04
593,3,1,1290.43
593,83,3,4063.09
593,52,1,1258.08
594,10,1,1534.78
595,117,3,2305.25
595,133,1,1363.27
596,89,4,4984.36
596,107,3,2371.4
596,162,2,3647.55
597,186,4,3843.42
597,54,4,2020.79
598,87,4,4330.81
598,31,2,749.1
598,2,1,3973.78
599,138,1,2991.62
599,53,1,3340.62
599,144,3,3804.42
600,104,1,1583.13
600,57,4,1997.2
601,64,3,917.14
602,139,3,2668.36
602,160,3,2687.43
602,162,3,3647.55
603,33,4,2592.59
604,64,1,917.14
605,193,4,3315.39
605,199,1,4466.88
605,84,2,1371.06
606,82,2,146.16
607,111,2,2079.48
608,58,4,1795.93
608,97,3,483.8
608,47,2,4491.78
609,39,3,297.38
609,114,2,1490.35
609,28,4,920.61
610,48,1,2082.01
610,198,2,3167.88
610,16,1,4366.29
611,117,4,2305.25
612,189,1,1067.5
613,173,1,3887.11
613,23,1,470.59
614,138,4,2991.62
615,67,1,203.18
615,88,1,4593.11
616,21,4,2130.2
616,70,4,459.2
617,193,1,3315.39
617,20,3,4267.1
618,27,2,1533.32
618,108,1,4450.41
619,1,2,4869.5
619,106,1,1436.69
620,177,2,503.92
621,18,3,3487.38
621,100,3,3996.91
622,170,1,152.91
622,181,4,944.51
622,129,4,4613.7
623,199,4,4466.88
623,140,3,1486.7
623,127,2,4047.48
624,106,4,1436.69
624,24,1,2927.61
624,65,2,3072.64
625,111,1,2079.48
626,133,2,1363.27
627,8,4,3242.2
627,12,2,2593.81
628,110,1,2823.97
628,81,3,114.27
628,113,3,174.35
629,44,3,1808.93
629,122,3,2656.54
630,121,4,4630.02
630,143,3,2461.73
630,6,3,2393.9
631,106,4,1436.69
632,76,2,3532.23
632,194,2,2411.15
632,103,1,4164.2
633,102,4,2293.09
633,74,3,1617.69
634,97,3,483.8
